feature,importance
CDHR2,0.0013056390273790488
ADM2,0.0013030074699010258
EMID1,0.0013011325913738646
SPATC1L,0.001296832957706593
SQSTM1,0.0012928233924090738
FABP1,0.0012887548053869193
RBM24,0.001282861259294985
CLGN,0.0012786740136528007
CPE,0.001278310268178604
AKR1B1,0.0012774209656121725
FAM3B,0.0012732338427636654
F5,0.001273142396467678
HAO2,0.0012665275796340412
SAA2,0.0012628062563609427
DACT2,0.0012627467419669453
LIPC,0.0012524323714126642
SPINT1,0.0012523634804401651
C8G,0.0012480496553100378
PSAT1,0.0012460752560260416
SMOX,0.001236090873506833
HMGCS1,0.0012333382291034852
CYP27A1,0.0012332862100292784
CADM4,0.0012283694600589206
FOXQ1,0.0012279703138739072
SERINC2,0.0012223114433256327
CIDEC,0.0012220854452883155
PRRG2,0.0012191705570996168
ACSM1,0.0012178879522438608
ATOH8,0.001212951624867967
MNS1,0.0012089800976586417
TMEM176A,0.0012087006838506842
APOM,0.0012083195601133307
TM4SF5,0.0012080006748837661
SELENBP1,0.0012063826043947174
NR4A1,0.0012030996084669537
TNFRSF11B,0.0012002794857206296
PHLDA1,0.001200122472981739
CCN1,0.0011996122324656236
POSTN,0.0011977518572369539
DPP7,0.0011767947530852264
CCN2,0.0011483499583196993
CFHR1,0.0011464860455355397
SCP2,0.001144043439460776
ALB,0.0011423387827542858
IFI27,0.0011401454628750657
ELOVL7,0.001138620461900564
TRIM15,0.0011333090166018105
FBXO27,0.0011271261549424781
BICC1,0.001123587766654488
TRIM55,0.0011179083423556845
STMN3,0.001115712523335782
EMILIN1,0.0011130584813293268
MT1A,0.001109940933994182
CXCL8,0.0011070666201764955
KRT7,0.001106734449702079
CXCL1,0.0011006409886112419
FNDC4,0.0010984668762060253
MT1X,0.0010967008498093081
GCH1,0.001096374879128505
NNMT,0.001088448142478183
FGF21,0.0010851963071947376
ATP1A1,0.0010767392691903288
FMOD,0.001076016884497822
COL14A1,0.0010733829847448964
ASL,0.001067805325180068
MST1,0.0010673856307416927
ZNF467,0.0010593726903268675
CYB561,0.0010590544924096753
HLA-DPA1,0.0010541804081214217
IGSF9,0.0010514682833014147
BCAM,0.00104952827980231
MMP9,0.0010418740985431618
TMEM171,0.0010347385460059047
DNALI1,0.0010325332903428103
TMEM45A,0.0010325057028749275
FMO5,0.0010312841254033734
ASPN,0.0010279845498912432
FADS1,0.0010266976673032773
GEM,0.0010251509196557763
SLC13A5,0.0010142243669567998
SEMA3B,0.0010113156215843337
APOB,0.0010042609529756685
PDZK1IP1,0.0009999293746310045
S100A13,0.0009900145395716493
ABCA6,0.0009882508655410418
FTCD,0.000986079715172379
ENPP3,0.0009794517672095792
F13A1,0.0009665280608161216
SLC22A3,0.0009657729419922247
ABAT,0.0009656481729519103
LEPR,0.0009641819328029265
PSMB8,0.0009536876649716158
DBN1,0.0009502570777510682
CTSS,0.0009486398837979391
ERBB2,0.0009459570533821067
RAMP3,0.0009434378466316246
ARRDC2,0.0009348907666105854
TIMP2,0.0009340421118289405
EPOP,0.000933107217338778
CHAD,0.000929118591967818
ANKRD65,0.0009284510712927257
TKFC,0.00092771817751921
CCDC80,0.0009244401355372894
PLA2G1B,0.0009185263649442892
SLC51B,0.0009168776540408898
RTN4RL2,0.0009161539157426791
GAMT,0.0009106187558436165
TSKU,0.0009089739615715667
RPL39L,0.0009056686999646278
SLC16A1,0.0009047367921328029
AMBP,0.0009042052856957519
ABRACL,0.0008982080650210797
TM6SF2,0.0008960434894287971
GPC1,0.0008857235034258271
CD5L,0.0008833071540589856
KRT23,0.0008827750863563715
H2AC6,0.0008798045424254675
APBB1IP,0.000875659309152057
PLPP1,0.0008725410086711436
ALDOC,0.000867712020173131
HEYL,0.000864491441252887
CD9,0.0008625378993734842
HLA-C,0.0008600024713166294
HP,0.000857824112995063
BACE2,0.0008527554021982902
PPDPF,0.0008520245210504997
GPSM1,0.0008445815526235376
BHMT2,0.0008433132261490223
MAPK8IP2,0.000841049103251097
TGM2,0.0008342444771101933
ABCB4,0.0008339010658206402
NDUFA4L2,0.0008318521922388689
HMOX1,0.000823444001364845
C4BPB,0.0008223779174000389
SPHK1,0.000817888174253787
IYD,0.000817137882766338
NEURL3,0.0008099005909910636
MAP3K5,0.0008086958332204437
CCL21,0.0008070893229279304
HLA-DPB1,0.0008064923169915885
AQP1,0.0008060966287739878
SIPA1L2,0.0008042575441198681
TSPAN13,0.000802557089902768
DIO1,0.0008023404380787479
SLCO1B1,0.0008022036581213118
NQO1,0.0008020490991777478
GPX7,0.0008015224444349457
FOLR2,0.0007974411328485795
SERPINA1,0.0007924129840137833
ACADSB,0.0007881941411256457
FETUB,0.0007847889859217055
H2BC12,0.0007841616957598208
GDF15,0.0007730825789652167
ADH1C,0.0007698414021336964
BST2,0.0007684633755442268
SCPEP1,0.000765904795212108
SLC35C1,0.0007647976268969397
NECAB2,0.0007646197142088294
GALNT18,0.0007538281689102897
ADH1A,0.0007520438376338184
CMBL,0.000750761987461172
TM4SF4,0.0007449806063445728
SLC22A1,0.0007402738422879997
BAIAP2L2,0.0007362270920380159
PPP1R3B,0.0007358399354224155
AKR1B10,0.0007346531035947889
TRIB2,0.0007333146139856545
CCND1,0.000732824126612805
CD8A,0.0007274927813274287
HAL,0.0007272727144218078
OSMR,0.0007267189325596301
ACSS3,0.0007247740976966328
JCHAIN,0.0007233448666137532
SAA1,0.0007231585507971744
MFSD2A,0.0007192059050299678
AKR1D1,0.0007173749655413732
BDH1,0.0007167127842780015
SPARCL1,0.0007160995471775976
LYNX1,0.0007118866544185492
ASPDH,0.0007117901063942771
RETREG1,0.0007117066824426468
AKR1C2,0.0007115229256231179
HBA2,0.0007093130123883683
DHRS2,0.0007064544453216952
PSMB9,0.0007044457885982163
SLC49A3,0.0006984481522136897
ANG,0.000697864470345094
TRNP1,0.0006941498171084972
HSPG2,0.0006925076264270015
IRS2,0.0006879785162547886
S100A9,0.0006850172813320736
PRODH2,0.0006837450905387637
SUSD3,0.0006833497603213599
SLC29A4,0.0006811418499840744
FST,0.0006787431775550314
ETNK2,0.0006722796373468309
EVA1A,0.0006713714421102955
STK39,0.0006707062992790644
HLA-A,0.0006705931105321745
HPR,0.0006704188955331738
ZNF331,0.0006667556582383256
HRG,0.0006659166032005198
PRELP,0.0006655322610409566
HSPA1B,0.0006637047429285041
PRSS3,0.0006597985023410432
CD14,0.0006568542009115721
AGXT,0.0006552922315140622
EEF1A2,0.0006552647579393566
GNAZ,0.0006544768228193849
IGF2BP2,0.0006525222487498597
NR1I2,0.0006509720056406909
SLC38A1,0.0006509066088541944
GJB2,0.0006502865629233217
LECT2,0.0006501375132902736
SLC25A18,0.0006487709460386902
ABCA8,0.0006441429659341252
ECHDC3,0.0006422405726576423
SORD,0.0006396676261152796
COL3A1,0.0006362732617596405
AMDHD1,0.000629597210700993
GGT5,0.0006266955495890502
SLC25A47,0.0006253284949942009
LCAT,0.0006227285110661816
CFHR3,0.000621072483286838
GLTPD2,0.0006180851848585308
CYP4F2,0.0006164171682723934
ANGPTL8,0.0006160993704534593
CSTA,0.000615881905745417
GSTM3,0.0006148569589784418
HLA-F,0.0006131823112744332
HSD17B2,0.0006068583547842307
PRNP,0.000606736904984983
LOXL4,0.0006047636108050881
ERAP2,0.0006045664015298907
FOXA3,0.0006035430521419065
MSC,0.0006029133145793204
GNMT,0.0005988449416953043
RND1,0.0005976112639379011
HLA-DRA,0.0005962865379494379
PHGDH,0.0005838615525898872
MAT1A,0.0005835162810103661
AP1M2,0.000580976675822305
NPC1L1,0.0005712582684232093
TREM2,0.0005663335205390837
IRX3,0.0005595821454129006
SLC28A1,0.0005590086198238129
HSPB6,0.0005575903389091512
S100P,0.0005571761575218261
RBP5,0.0005565225203395453
SDSL,0.0005520333984614207
CXCL2,0.0005517777632407608
TF,0.0005504584249180475
ADGRG6,0.0005492501433455107
TMEM176B,0.0005489319034521348
HRCT1,0.0005483226115025831
CP,0.0005467786186353408
CYP7B1,0.0005461338339267677
KHK,0.0005436707587296096
ICAM1,0.0005431456465660343
GBP2,0.0005405858635020925
SERPINE2,0.0005403498781513095
SLC25A25,0.0005399248637495038
SLC17A1,0.0005385751408492867
RBP7,0.00053603341809751
GHR,0.0005294656349080782
CA5A,0.0005292299054699047
ASS1,0.0005272071734584597
GCAT,0.0005244119402007973
SCD,0.0005243577521869694
SOX4,0.0005239115351451663
AFM,0.0005224003937403769
QSOX1,0.0005223954250425742
KISS1,0.0005208410699329659
KCNK5,0.0005181323294778994
TKT,0.0005177411671511749
ERRFI1,0.0005143321672169
SLC16A13,0.0005115229399291097
HLA-DMA,0.0005102491931644038
CYP11A1,0.0005091061996655402
SERPIND1,0.0005088459639170976
ASPG,0.0005069675286767531
FURIN,0.0005014764345229361
CKB,0.0005007591737277512
SULT1B1,0.0005001512425344115
ABCC2,0.0004998900312598038
CA12,0.0004990507677309314
DGAT2,0.0004988096531571219
CERS2,0.0004984882414796445
SDS,0.0004966587837618278
CCL19,0.0004941246843951246
TFR2,0.0004928618540644828
ACSL1,0.00048506614422822196
MAB21L4,0.00048247376064096875
PPARGC1A,0.0004822640952496947
S100A14,0.00048197529042710553
PACSIN3,0.00048161420698352803
TGFB1,0.00048145885260827834
NDN,0.00047997710771047013
ACSL5,0.000479174662306245
FAM110C,0.0004779719978980943
IGSF23,0.00047635634999567956
UGT3A1,0.0004744043814928617
CCNE1,0.00047255260684322476
COL5A1,0.0004724443490883001
ISG15,0.00047063753450426413
SUSD4,0.0004704230166447917
SLPI,0.00046992455165823215
THBS1,0.0004694821129092909
GPX3,0.00046928554513816443
ZG16,0.000469021020127561
IL22RA1,0.0004679307640019721
HSD17B14,0.0004668361374345099
MTTP,0.00046629431508585814
C1orf210,0.00046378569903454437
OCIAD2,0.0004633590406565959
GGH,0.00046040848132308137
RASL11A,0.00046034351363011256
RNASE1,0.0004588126288728978
THBS4,0.00045714834820066784
LYZ,0.0004529424727374717
MCM2,0.0004527316633652898
NT5DC2,0.00045149908617313575
SERPINA4,0.00044820434069914463
GZMA,0.00044717517839284955
DDR1,0.00044576955810181096
PYCR1,0.0004453116113240483
C4B,0.0004429122081873819
CDH1,0.0004414249893082794
LCN2,0.00043776504171247886
GCGR,0.0004343275374641994
PTTG1,0.0004341142334878934
PRG4,0.00043184887029944474
CCNP,0.00042863803357040634
NKG7,0.00042697315545595636
DCXR,0.0004252194446437145
SNORC,0.00042521230209341296
CD52,0.0004242603000974563
FGFR2,0.0004242170522750752
BHMT,0.00042366512314702344
SULF2,0.00041922924620024847
CD36,0.0004186262796536536
SLC7A2,0.0004183520221437333
BIRC5,0.0004177424839828137
HSPB8,0.0004175818440802727
CYFIP2,0.0004170171164201506
GBP7,0.00041696940239323424
HPD,0.0004168755931737727
CCL18,0.00041564629503559295
ADAMTSL2,0.00041345426725746567
ID1,0.0004129677645253989
CYP4A11,0.00041090304532990927
GPT2,0.0004107658872883637
HAMP,0.00041036701342519755
IGFBP5,0.00040892852036402826
CYP8B1,0.0004051347074692159
EPHA1,0.0004049768175689833
LARGE2,0.0004038065631255992
VSNL1,0.0004006381094159963
AASS,0.0004005907619360249
KDM8,0.000400123315731164
LGALS4,0.0003995276189768765
CUX2,0.00039942784643024257
CPLX1,0.0003982179077173035
ZFP36L2,0.0003976447580941682
NMRAL1,0.000396030051011313
SHMT1,0.00039555265880813627
HLA-DQA2,0.00039545598531175006
OXER1,0.0003946250415840351
PKDCC,0.00039460326960277537
PCOLCE,0.00039343806226580316
EXOSC4,0.0003930561644284973
CXCL11,0.0003902150676678825
ETV4,0.0003894144801817724
PLAAT4,0.00038606969670041384
EHHADH,0.0003852373045725218
PANX2,0.00038291310412390885
F13B,0.0003823509950310827
PHLDA3,0.0003791010524027182
SYNE4,0.0003786086813402341
ALDH8A1,0.00037820006264860286
BASP1,0.00037797538089280445
CCL25,0.0003774190247778256
SFN,0.00037724094390963756
ACSM5,0.0003768576919358593
HOGA1,0.00037671046581937633
IFI44,0.0003762938997780213
TBX15,0.0003730135521741158
AMN,0.0003729605761818362
PKM,0.0003700473902578425
CD74,0.00036933527422636643
RGS1,0.00036707435192428074
LTB,0.0003654839654639316
ENPP7,0.0003654288700160153
RORC,0.00036525549657856406
MOGAT2,0.00036504626880577034
PLPPR1,0.0003641207812814433
PLAAT3,0.0003632467459587043
FADS2,0.00036312964285199615
TTR,0.000362614580644282
SLC27A2,0.0003622187815531852
IL32,0.0003616463948259351
CYP4A22,0.00035956087401299184
SLC39A4,0.00035876830948790647
APLNR,0.00035867141133682243
AMOTL1,0.0003586353444921714
CYP2A7,0.00035828261249536375
UGT1A4,0.0003577972826302418
MUC13,0.00035742418121524746
GPAT3,0.00035486883434872953
SPINK1,0.00035445223302339225
UGT1A1,0.00035302180820729153
G6PC,0.00035301458164806095
DMGDH,0.0003526267962887976
SOD2,0.0003504219284514253
CCDC170,0.00034956148750941475
HLA-DRB5,0.0003492545674794317
TTC9,0.0003475724913560231
ANGPTL3,0.00034627381140119994
CYP39A1,0.0003457124845829159
MAP1LC3A,0.00034471337489316124
ST14,0.0003439790303018767
CGN,0.000343315833461306
NAMPT,0.0003429562997963299
CITED4,0.00033639883542178683
EPS8L3,0.00033600331269228236
SLC43A3,0.00033542643545332823
B3GNT3,0.00033257144404843174
NCK2,0.00033211911844409847
SOX9,0.00033117992182043457
SERPINF2,0.0003311616232121727
GFRA1,0.00032907522437040785
CCL16,0.00032881599064109914
SERPINA11,0.0003287270187976461
STEAP3,0.00032729409163916484
ALDOB,0.0003242483324932975
C11orf96,0.0003219652820554642
UGT2B7,0.0003215296353336863
CRP,0.0003199856033941519
HGD,0.0003190332581413952
H2BC4,0.00031902940810379704
CXCL9,0.0003164231673615374
IFITM1,0.00031590534512693105
SERPINC1,0.00031535769155444337
ALG1L,0.0003150442087414916
CYP2C9,0.00031498503914643316
FASN,0.00031475136732173753
INHBC,0.0003147421380023348
SLC39A5,0.0003146111089956746
KLF9,0.00031449957142007086
DNASE1L3,0.00031428726461495366
PKLR,0.00031358651737693386
HAAO,0.0003120983359612062
SHBG,0.0003117834102641453
SYT7,0.00031150027917888464
NDRG1,0.00031139304359996455
ENO3,0.0003103820975518435
CDKN2A,0.000309898503832283
CYP2B6,0.0003096133402771718
ESM1,0.0003086616083680889
RBP1,0.0003067086922620752
OBSL1,0.000302470643643607
DCDC2,0.0003008988506529561
GLUL,0.00030003997771168347
ALDH1L1,0.00029877487041932285
HPGD,0.00029759978498502567
OAT,0.0002962449381839532
TESC,0.00029585767190436375
RGS5,0.0002931206528685758
TMEM86B,0.0002924844665020121
CFHR2,0.00029177472723826236
LGALS3BP,0.00029108674782716003
CAVIN2,0.00029049190962326786
NAGS,0.00029025366468069024
HSD17B13,0.0002898101154309591
ADH6,0.00028949989497208085
SLC10A1,0.00028802191204228367
AHSG,0.00028785590312058776
SP5,0.0002871851113404764
CHI3L1,0.0002869542363432864
PON3,0.0002867137923348683
UGT1A6,0.0002853367686238189
ACADL,0.00028529045768000777
TP53INP1,0.0002849906530771831
PLA2G12B,0.0002849212577221831
S100A4,0.00028452004363549454
PFN2,0.00028419451650385345
MAL2,0.00028358875987890116
FUT6,0.00028336978433307505
NR1I3,0.0002833187340737544
OSGIN1,0.0002828729068239353
DPYS,0.00028271163370998954
SPP2,0.00028268197405845733
BBOX1,0.00028193697547497146
DUSP1,0.0002807556318886873
TRIM31,0.0002804242557609842
SCGN,0.0002802043684921881
ADH4,0.00028002270940882953
SEZ6L2,0.00027957180847446267
EXOC3L4,0.00027931761034337367
KCNS3,0.00027891710581641737
FBXO2,0.0002783172676748704
JUNB,0.00027812659575216273
FKBP10,0.00027771194329592383
TK1,0.00027623691125385196
CHAC1,0.00027493135947035
UGT2B15,0.0002745661710159848
TP53I3,0.00027442528331798226
CBLC,0.00027426099239393604
ACSM2A,0.0002739624084864674
APOA2,0.00027173499393224823
TMPRSS6,0.00026974495139803114
XDH,0.0002688050093600535
WLS,0.0002682415261684435
TRIM16L,0.00026819512312811533
CYP4F3,0.00026813532307390397
MOGAT3,0.0002665629072603983
GPT,0.00026637795211508777
SCARA3,0.00026538187582976437
ALDH1A1,0.0002653129004235156
ANXA13,0.0002650952852566284
SLC17A4,0.0002646677394456463
EHF,0.0002626790049756379
NAT2,0.00026250259381182937
UGT2B11,0.0002624625014208151
EFEMP1,0.00026127311473446137
SOCS3,0.0002605665217553012
SLC22A10,0.0002576472502051839
BIRC3,0.0002555232391936094
KNG1,0.00025506703891389017
TAT,0.0002549799079242012
CPVL,0.00025496816359950233
THRSP,0.0002547682423074313
HGFAC,0.00025344368407412043
LBP,0.00025264976808410855
FAM50B,0.000252162221066738
INHBB,0.00025179851249578487
FBLN5,0.0002515096374844444
BAAT,0.00024984741078635224
C6,0.0002496721731238466
CDKN1A,0.0002479216789204384
H1-2,0.00024770395626150124
PDK4,0.0002472728821186218
G0S2,0.0002470220931968357
RELN,0.00024665222635720624
LAPTM4B,0.0002465531024295184
ITIH2,0.0002462532249147558
MYRIP,0.00024607740159556673
ME1,0.00024420427107006704
UNC5CL,0.00024394952415684673
NEU4,0.00024334690328119956
APOF,0.00024315268254674637
TDO2,0.00024274707900253428
PPP1R1A,0.00024185724861265417
CDO1,0.00024154454016629942
KMO,0.00024127331646340552
APOA5,0.00024090287260405317
FADS6,0.00024015699474775893
HMGCS2,0.00024009565580469626
ITIH1,0.000239063190787058
SLC1A1,0.00023864035885327422
MAMDC4,0.00023669672318747513
PTP4A3,0.00023655600417439858
UGT1A9,0.00023560139154566346
ORM2,0.00023366904372815794
AZGP1,0.00023332438691187944
AQP9,0.00023318375170699963
TM4SF1,0.00023293167423543522
FMO3,0.0002329177163189293
MYC,0.00023280106421298287
MBL2,0.00023205537263781335
C4A,0.00023158156682376625
ITM2C,0.00022952581988341667
FBP1,0.00022861511225154862
LRCOL1,0.00022759290559276306
ABCB11,0.00022729665253737023
GATM,0.00022668079951431702
WDR72,0.0002257001632371373
SSTR1,0.00022544910742339366
ENHO,0.00022497704568545608
CES2,0.00022392296396389855
CES1,0.00022383267649101995
RARRES1,0.00022312224079406342
SYT12,0.00022225484479680452
RHOBTB1,0.0002218914616421422
DSG2,0.00022056146947676547
C1QTNF1,0.0002185110091596404
CPS1,0.00021829808211742288
ANO1,0.00021766359972226072
FCN3,0.00021683730413173688
TSPO,0.0002166639212894126
FKBP1B,0.00021637228779103563
SPP1,0.00021636212527591
ACMSD,0.00021633974128747348
SQLE,0.0002161075834917238
RHBG,0.00021569651606949706
SLC13A3,0.00021467807625522977
VNN2,0.0002126013260723938
FAM171A1,0.0002118512372569845
LY6E,0.00021108944314099633
RPL22L1,0.0002106610567833436
DTX1,0.00021064476469205445
SHISA4,0.00021028977194695648
SLC25A15,0.0002094990752168859
SERPINA6,0.0002087155724809611
CD3D,0.0002085468437842795
S100A11,0.00020826983683749052
TDGF1,0.00020699675148992794
GSTA2,0.00020682951813050842
PTGR1,0.00020475014339362902
VSIG10L,0.00020473979447222524
C5,0.00020421067876719298
FNDC5,0.0002037057224427583
ANXA10,0.0002034403773693006
KIF12,0.0002033142004366364
MPZ,0.00020217512669538175
RIDA,0.000201877515197801
ZNF703,0.00020112954509167254
TMEM82,0.00019882847113467694
BATF,0.00019849838675307935
KLB,0.00019830143360042644
CXCL12,0.00019697036690150032
SLC44A3,0.00019695945164617106
SLC27A5,0.0001953261963652638
HKDC1,0.00019491269013173403
RGS16,0.0001946699797010566
CXCL16,0.0001939707940508339
LY96,0.00019291443295225126
FOSB,0.00019161510066216446
AQP3,0.00019156934719189524
OLFM2,0.00019017468886474228
KCNK1,0.00018831230616843123
DNAJC12,0.0001872547724123857
NPW,0.0001862871378566114
TRIM16,0.0001853578775284766
GPD1,0.00018330228126642239
COL1A1,0.00018208824538007675
CRYAB,0.00018190118704870684
MDK,0.00018154415719901602
TMEM54,0.00018110513308124403
CD24,0.0001810910924035209
HSD17B6,0.00018083329026415894
TXNIP,0.0001804428154144252
RTP3,0.00018033251665519357
BTG2,0.0001800720804515561
GC,0.00017960561949346144
TMEM45B,0.00017912891963583596
PLIN4,0.00017817897574051218
SLC2A10,0.00017746420457645778
RASD1,0.00017678248424505982
TMSB10,0.00017639495252358281
RDH16,0.0001756514492983564
CFB,0.00017482864567298445
CYP2C8,0.00017442778114251206
CYBA,0.00017422857265643842
PLA1A,0.00017258134214037448
KDELR3,0.00017217417968703032
CLDN7,0.00017198456981588477
EFHD1,0.00017187044641814685
C1QA,0.00017085837019121332
PLEKHA4,0.00017081921216682285
SLC15A1,0.00017056159776378447
GOLM1,0.00016967339383535074
COL26A1,0.00016883970298752336
ROBO1,0.00016860674024815747
CXCL10,0.0001652618274913421
PGLYRP2,0.00016404024047371473
VTN,0.00016375166594856044
DDC,0.00016343045423735752
HTRA1,0.00016137148814611082
PCSK9,0.00015997964841809752
C1QC,0.0001579995411958756
ALPL,0.0001563315034834989
CYP2A6,0.00015549195613925347
CA2,0.00015535790364160635
ACY3,0.00015482095200031485
PCK2,0.00015247452341030676
IFI6,0.00014992859467623926
CYP3A7,0.00014946243894400557
CYP4F11,0.00014876498121814906
CYP2J2,0.00014773982421279318
APOL3,0.0001469306202325445
SEPTIN4,0.00014654783253727595
STEAP1,0.00014626123717192518
FGL1,0.00014548122993418122
GDA,0.00014470506673663826
CAV2,0.0001440573034884857
RBPMS2,0.0001438641524078384
SNCG,0.0001428176790893717
NAT8,0.0001426741867634157
